gene_id	gene_name	.T0.s1	.T0.s2	.T0.s3	.T96.s4	.T96.s5	.T96.s6
ENSG00000215367	TMED11P	0	2	0	2	0	0
ENSG00000215368	BOD1P2	0	1	4	5	0	5
ENSG00000215369	RPL37P3	0	2.02	0	0	0	0
ENSG00000215371	DEFB108C	0	0	0	0	0	0
ENSG00000215372	ZNF705G	12.247	7.863	6.079	6.118	10.231	7.768
ENSG00000215373	FAM90A5	0	0	0	0	0	0
ENSG00000215374	FAM66B	6.82	11.583	7.715	15.113	13.517	19.15
ENSG00000215375	MYL5	15	24.48	9	64.905	30	29
ENSG00000215378	DEFT1P	0	0	0	0	0	0
ENSG00000215380	ENSG00000215380	0	0	0	0	0	0
ENSG00000215381	RPL29P6	2.004	0	0	0	0	0
ENSG00000215386	MIR99AHG	146.091	88.002	96.01	82.554	115.418	79
ENSG00000215388	ACTG1P3	18.877	13.052	15.051	13.004	8.004	10.01
ENSG00000215397	SCRT2	33.761	62.183	37.098	55.564	44.024	58.347
ENSG00000215398	ENSG00000215398	0	0	0	0	0	0
ENSG00000215399	HMGB3P7	1	1	2	1	4	0
ENSG00000215403	LL22NC01-81G9.3	0	0	3	0	0	0
ENSG00000215409	ENSG00000215409	1	0	0	4	0	0
ENSG00000215414	PSMA6P1	268.472	344.499	212.68	162.289	142.801	189.779
ENSG00000215417	MIR17HG	42.958	58.361	52.915	57.139	46.08	44.324
ENSG00000215418	PEX12P1	2	3	0	6	3.754	2
ENSG00000215421	ZNF407	205	222.999	176.129	139.917	117.384	133.643
ENSG00000215424	MCM3AP-AS1	30	45.083	30.999	61.273	47	42.508
ENSG00000215440	NPEPL1	13.368	29.713	10.716	43.769	32.619	27.425
ENSG00000215441	CTAGE12P	24.658	57.665	27.29	29.282	42.433	45.054
ENSG00000215444	ENSG00000215444	5	3	26	11.03	12	7
ENSG00000215448	SRMP1	15.895	24	15	13	16	18.994
ENSG00000215450	ENSG00000215450	7.55	3.005	10	0	9.018	2
ENSG00000215452	ZNF663P	5.826	3.213	6.195	6.927	0	7.401
ENSG00000215454	KRTAP10-4	62	70	42	39.509	34.767	31.679
ENSG00000215455	KRTAP10-1	3.522	2.948	5.511	3	5.878	2.474
ENSG00000215456	BCRP4	19.757	35.096	34.609	23.408	30.532	16.516
ENSG00000215457	RPS8P3	192	209.987	185	158	195.243	211.815
ENSG00000215458	AATBC	56.33	27.831	102.559	36.738	173.52	31.553
ENSG00000215464	ENSG00000215464	19.669	21.329	17.064	24.625	25.694	24.171
ENSG00000215467	RPL27AP	8.028	9	7	8	9	5.002
ENSG00000215472	RPL17-C18orf32	0	0	0	0	1.661	1.09
ENSG00000215474	SKOR2	65.176	99.876	78.589	111.67	140.753	74.539
ENSG00000215475	SIAH3	29	37	13	38.003	44.587	40
ENSG00000215477	RCN1P1	5.006	8.015	2	2.043	6	1.003
ENSG00000215478	CES5AP1	6	11	8	22.744	16	9
ENSG00000215480	OR7E37P	0	0	0	0	0	0
ENSG00000215481	ENSG00000215481	1.415	3.304	1.104	3.05	7.366	0
ENSG00000215482	CALM2P3	6.155	15.026	11.012	2	9.078	12.063
ENSG00000215483	LINC00598	74.498	113.347	65.243	265.361	25.999	91.001
ENSG00000215486	ARL2BPP3	0	0	1.017	0	1	0
ENSG00000215492	HNRNPA1P7	563.784	630.773	546.148	228.177	276	274.397
ENSG00000215493	ENSG00000215493	26.155	24.332	7.102	11.505	14.998	23.71
ENSG00000215498	FAM230B	0	14.874	9	16.565	10.524	7.432
ENSG00000215506	TPTE2P4	1	1	1.963	0	1.192	3
ENSG00000215507	RBMY2DP	0	0	0	0	2	0
ENSG00000215512	ENSG00000215512	0	0	0	0	0	0
ENSG00000215515	IFIT1P1	1	6	5	3	2	2
ENSG00000215520	RPS4XP4	6.159	8.001	11	7.014	1.15	6
ENSG00000215529	EFCAB8	6.004	22	5.1	25	14.077	13
ENSG00000215533	LINC00189	0	0	0	1	0	2
ENSG00000215537	ZNF736P11Y	1.261	2	1	0	2.218	2.781
ENSG00000215540	RBMY2CP	0	0	0	0	0	0
ENSG00000215544	BCRP7	4.028	1.296	0	0	0	0
ENSG00000215545	DEFB116	0	1	0	0	0	0
ENSG00000215546	DKKL1P1	0	0	0	2	0	0
ENSG00000215547	DEFB115	0	0	0	0	1	2
ENSG00000215548	FRG1JP	6.819	1.921	7.825	1.54	5.864	6.49
ENSG00000215553	KRT18P3	0	0	0	0	0	1
ENSG00000215559	ANKRD20A11P	0	0	0	0	0	0
ENSG00000215560	TTTY5	5	1	0	5.996	3	0
ENSG00000215562	CNN2P7	0	1.001	0	0	0	0
ENSG00000215567	ENSG00000215567	0	2.54	0	0	0	1.215
ENSG00000215568	GAB4	14	28	39	19.484	28.6	18
ENSG00000215571	GRK6P1	301.73	288.193	215.953	183.41	178.463	228.113
ENSG00000215572	ESRRAP1	7.026	13.363	0	3.723	19.515	0
ENSG00000215580	BCORP1	14.905	14.761	16.958	15.788	3.895	7.874
ENSG00000215583	ASS1P6	1	2.013	6	1	6	1.054
ENSG00000215586	ENSG00000215586	68.335	71	96	33	40	31
ENSG00000215589	KANK1P1	0	3	5	1	0	5
ENSG00000215595	C20orf202	1	5.317	1	8	6.888	7
ENSG00000215601	TSPY24P	1	2	0	0	0	0
ENSG00000215603	ZNF92P1Y	0	11.347	0	8.003	8.765	12
ENSG00000215604	ZNF962P	6.865	4.533	0	0	0	0
ENSG00000215606	KRT18P35	9.12	2	1	7	2	4
ENSG00000215612	HMX1	173.352	246.274	214.945	490.416	420.895	294.025
ENSG00000215630	GUSBP9	0	5.165	0	0	0	0
ENSG00000215644	GCGR	19	18.001	11	434.751	18	20.238
ENSG00000215692	ENSG00000215692	1	0	0	8.111	1	0
ENSG00000215695	RSC1A1	37.382	25.137	35.383	13.664	49.192	36.649
ENSG00000215704	CELA2B	3.229	3	1	22.064	0.904	2.136
ENSG00000215712	TMEM242	18	9	7	16	5.026	5
ENSG00000215717	TMEM167B	79.153	96	101.001	73.251	111.744	106
ENSG00000215720	MFFP1	3	4	2	2	1	5
ENSG00000215734	MRPL20P1	66.95	82.969	72	33	32.971	44.042
ENSG00000215760	TAF9BP2	0	2	0	2	0	0
ENSG00000215765	ENSG00000215765	0	0	1.207	0	0	0
ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3	24.408	39.873	18.241	28.649	26.092	37.603
ENSG00000215771	LRRC37A14P	6.659	0	0	1.324	0	0
ENSG00000215784	FAM72D	0	0	0	0	3.544	5.659
ENSG00000215785	CFL1P6	1	4	0	0	1	0
ENSG00000215788	TNFRSF25	31	43.861	37.012	35.011	30.987	25.999
ENSG00000215790	SLC35E2A	8.543	1.963	0	0	3.177	0
ENSG00000215795	ENSG00000215795	2	9	1.578	13.001	5	9
ENSG00000215796	ENSG00000215796	27	53.846	7.986	20	3	20
ENSG00000215800	RSL24D1P4	3.992	4.414	11.808	8	6.555	3.165
ENSG00000215802	RFKP1	1.273	4.232	0	5.229	4.46	0
ENSG00000215805	ENSG00000215805	2	8	8.375	9	12.005	14
ENSG00000215807	KRT18P65	2	0	0	4.175	0	2.156
ENSG00000215808	LINC01139	5	22.514	8	29.82	11	7.721
ENSG00000215811	BTNL10P	0	2	0	0	0	0
ENSG00000215812	ZNF847P	27.156	19.297	19.073	9.928	34	19.453
ENSG00000215817	ZC3H11B	55.407	35.956	24.514	32.54	64.132	46.866
ENSG00000215819	KRT18P12	2	1	0	0	0	2
ENSG00000215833	QRSL1P1	7.692	9	6	3.998	12	12
ENSG00000215834	FMO9P	0	1.837	6.698	12	6.693	13
ENSG00000215835	ENSG00000215835	134.607	177.208	115.908	79.186	78.291	74.514
ENSG00000215837	SDHAP2	25.537	31.17	17.508	29.755	14.719	34.904
ENSG00000215838	ENSG00000215838	0	0	1	0	0	0
ENSG00000215840	ENSG00000215840	20.797	16.784	15.791	18.341	18.541	23.271
ENSG00000215841	ENSG00000215841	0	1.442	0	2.07	4.034	1.166
ENSG00000215845	TSTD1	0	2	4.161	1.998	1	1.302
ENSG00000215846	MPTX1	0	4.766	8.86	0	1	1
ENSG00000215853	RPTN	9	12	16	8	10	5
ENSG00000215859	PDZK1P1	0	0	0	0	0	2
ENSG00000215861	ENSG00000215861	13.892	20.472	4.008	2.628	0	7.853
ENSG00000215864	NBPF7P	0	0	0	0	0	0.997
ENSG00000215866	LINC01356	6	3	5	1	7	3
ENSG00000215867	KRT18P57	0	2	0	5	1	2
ENSG00000215869	THAP3P1	0	0	4.653	1.785	0	2.633
ENSG00000215871	ENSG00000215871	16	11	10	7	10	9
ENSG00000215873	FEN1P1	20.975	28.557	26.408	9.299	5.233	9.127
ENSG00000215874	CAPNS1P1	0	1	2	5	2	1
ENSG00000215875	ST13P20	22.497	45.606	25.339	22.279	21.224	13.223
ENSG00000215878	MARCKSL1P2	2	5.004	10.458	6.006	1	3
ENSG00000215881	LINC02337	3	4	1	1	0	2
ENSG00000215883	CYB5RL	18.855	15.7	5.914	11.001	16.851	7.936
ENSG00000215887	ZNF859P	15.902	25.7	8.514	20.586	19.428	11.918
ENSG00000215893	RPL23AP17	7	9	1	5	6	2
ENSG00000215895	HSPA5P1	175.394	231.967	196.292	154.501	149.64	178.585
ENSG00000215899	EEF1A1P46	93.403	153.005	71.152	81.969	117.35	92.901
ENSG00000215900	SELENOWP1	5	6	0	4	3	2
ENSG00000215905	RPL36P5	0	0	0	1	3	0
ENSG00000215906	LACTBL1	6	0	2	10	1.005	2.015
ENSG00000215908	CROCCP2	16.969	2.79	25.757	2.869	6.742	6.625
ENSG00000215909	BRWD1P1	16	10	7	7	9.02	14
ENSG00000215910	C1orf167	26.538	38	26.112	28.441	25	24.909
ENSG00000215912	TTC34	83.766	138.306	99.976	91.643	165	103.558
ENSG00000215914	MMP23A	0	0	0	0	0	0
ENSG00000215915	ATAD3C	4.154	6.429	2.024	12.024	2.611	2.277
ENSG00000215930	MIR942	0	0	0	0	0	0
ENSG00000215938	MIR190B	0	0	0	0	0	0
ENSG00000215939	MIR873	0	0	0	0	0	0
ENSG00000215943	MIR892A	14	13	8	12	8	16
ENSG00000215952	MIR921	0	0	0	0	0	0
ENSG00000215957	MIR300	0	0	0	0	0	0
ENSG00000215961	MIR297	0	0	0	0	0	0
ENSG00000215966	MIR876	0	0	0	0	0	1
ENSG00000215973	MIR933	0	0	0	0	0	1
ENSG00000215991	MIR208B	0	0	0	0	0	0
ENSG00000216001	MIR450B	0	1	0	0	0	1
ENSG00000216005	MIR888	0	0	0	0	0	0
ENSG00000216009	MIR874	0	0	0	1	0	0
ENSG00000216031	MIR298	0	0	0	0	0	0
ENSG00000216035	MIR938	0	0	0	0	0	0
ENSG00000216056	MIR891A	0	0	0	3	1	0
ENSG00000216058	MIR944	0	0	0	0	0	0
ENSG00000216060	MIR934	0	0	0	0	0	0
ENSG00000216064	MIR891B	0	0	0	0	0	0
ENSG00000216069	MIR875	0	1	0	2	0	0
ENSG00000216075	MIR890	0	0	0	0	0	0
ENSG00000216077	MIR887	0	0	0	1	0	0
ENSG00000216098	MIR892B	14	4	0	3	0	0
ENSG00000216099	MIR889	0	0	0	0	0	0
ENSG00000216101	MIR877	0	0	0	0	0	0
ENSG00000216135	MIR885	6	14	0	3	1	4
ENSG00000216141	MIR941-2	0	0	0	0	0	0
ENSG00000216171	MIR513C	0	0	0	0	0	0
ENSG00000216179	MIR541	0	0	0	0	0	0
ENSG00000216191	MIR8485	0	0	0	0	1	0
ENSG00000216192	MIR920	0	0	0	2	0	0
ENSG00000216195	MIR941-4	0	0	0	0	0	0
ENSG00000216265	FABP12P1	0	0	0	2	1	1
ENSG00000216285	ENSG00000216285	213.402	277.081	245.226	140.542	109.348	106.84
ENSG00000216306	KRT19P2	0	1.113	0	3.07	2.034	5
ENSG00000216307	NAA40P1	20	38.02	23	24	39	33
ENSG00000216316	RPL13AP15	8	9.277	4	7.024	12.105	3.01
ENSG00000216324	ENSG00000216324	0	0	0	6	0	0
ENSG00000216331	H1-12P	1.998	2	0	53.329	0	1
ENSG00000216347	RPL10P10	0	0	0	0	0	0
ENSG00000216352	ENSG00000216352	4.096	5	1.095	9.18	2.07	4.238
ENSG00000216359	ENSG00000216359	0	0	0	0	2	0
ENSG00000216360	ENSG00000216360	0	3	0	0	0	1
ENSG00000216364	MRPL42P2	2	7	0	0	0	0
ENSG00000216365	RPL37P15	2	3.049	6	7	7	7
ENSG00000216368	RPL7AP36	441.955	488.621	382.873	189.639	232.578	251.234
ENSG00000216378	ENSG00000216378	0	0	0	1	0	1
ENSG00000216412	RPL12P2	53.544	61.281	39.058	39.138	58.795	57.212
ENSG00000216425	PIMREGP2	3.24	4.263	3	0	3	4
ENSG00000216436	H2AC2P	6.826	9.726	6.724	1.74	3.181	1.742
ENSG00000216439	DUTP5	3	1	1	1	1	0
ENSG00000216444	RAET1M	0	1	0	2	0	1
ENSG00000216471	RPSAP43	2	6	0	0	5.008	6
ENSG00000216475	ENSG00000216475	3	16	6	0	15	5
ENSG00000216480	RPL21P69	8.03	17.773	8.875	4	2	8.027
ENSG00000216490	IFI30	12.641	23.034	19	0	13.213	24
ENSG00000216516	ENSG00000216516	8	8	14	4	2	3
ENSG00000216518	EEF1GP6	4	0	0	2	1	1
ENSG00000216519	ENSG00000216519	112.001	153	165	106.01	126.249	118.033
ENSG00000216523	ENSG00000216523	2	0	0	0	0.856	0
ENSG00000216548	ENSG00000216548	6.113	3.003	3	1.003	5.089	2.028
ENSG00000216560	LINC00955	1	2	0	5	3	0
ENSG00000216588	IGSF23	0	1	0	9.999	3	0
ENSG00000216613	ENSG00000216613	1	1	0	4	5	3
ENSG00000216616	ENSG00000216616	6.004	12	26	8	33	10
ENSG00000216621	ENSG00000216621	0	0	0	0	0	0
ENSG00000216624	GAPDHP72	78.217	124.298	106.644	98.907	110.19	106.748
ENSG00000216629	OR2W4P	5	2	0	7	1	4
ENSG00000216636	RPL7P25	8.01	1	0	1.006	0	0
ENSG00000216639	RPL7AP35	1	1	0	0	3	1
ENSG00000216642	ENSG00000216642	0	0	0	0	0	0
ENSG00000216649	GAGE12E	0	0	0	0	0	0
ENSG00000216657	GLRX3P2	890.029	1137.471	801.945	580.606	670.369	685.477
ENSG00000216663	ENSG00000216663	0	3	0	2	5.487	1
ENSG00000216671	CCNYL3	0	0	0	4.094	0	0
ENSG00000216676	RPL8P1	0	0	0	1	0	1
ENSG00000216687	ENSG00000216687	2	0	11	3	1	0
ENSG00000216708	CIR1P3	1	0	0	0	0	0
ENSG00000216710	COX6A1P3	1.965	1	0	3	0	0
ENSG00000216713	MTND4P13	0	0	1.376	0	2	0
ENSG00000216718	RPL21P68	1	4	1	0	1	1
ENSG00000216721	ENSG00000216721	2.008	5.381	2	11.13	4	5
ENSG00000216723	NUDT19P3	2	1	3	3	0	0
ENSG00000216740	ANXA2P3	8.353	21.954	18.7	5.864	0	3.933
ENSG00000216753	HMGA1P7	4	2	0	3	1	2
ENSG00000216754	RPL6P17	0	2	1	0	3	0
ENSG00000216762	VN1R13P	5	0	0	5	3.482	0
ENSG00000216775	ENSG00000216775	46.779	43.572	35.863	17.036	20.765	18.762
ENSG00000216777	PRRC2CP1	1	0	0	0	0	0
ENSG00000216781	RPL7L1P20	46.709	52.298	21.557	8.023	19	30.819
ENSG00000216802	MTCH1P1	17	22	6	13.332	5.024	11.005
ENSG00000216809	ENSG00000216809	12.999	20	22	19	8.046	11
ENSG00000216811	ENSG00000216811	1	0	0	0	0	0
ENSG00000216813	ENSG00000216813	18	14.31	11.603	13.022	30.242	7.056
ENSG00000216817	R3HDM2P2	92	139.117	81.933	89.425	87.2	121.007
ENSG00000216819	TUBB2BP1	8.768	12.351	22.45	7.883	20.358	7.802
ENSG00000216824	ZNF736P10Y	2	4	0	2.053	3	0
ENSG00000216829	FGF7P4	0	0	0	0	0	0
ENSG00000216835	RBMXP1	12.062	19.191	16.033	8.068	5.05	8.478
ENSG00000216844	ENSG00000216844	0	0	0	1	0	0
ENSG00000216853	MTCYBP36	2	2	0	1	0	0
ENSG00000216854	RPL17P26	10.349	10.8	3.68	3.365	4.63	10.712
ENSG00000216859	DHFRP5	3	7	7	4	3	8
ENSG00000216863	LY86-AS1	6696.34	8148.334	6706.093	8411.018	8569.247	9617.3
ENSG00000216866	RPS2P55	12.358	15.439	12.102	21.067	5.068	11.728
ENSG00000216867	RPL22P12	15.534	10.762	7.813	4.642	10.019	14.222
ENSG00000216895	RBM33-DT	3.798	1	4	30.275	1	3
ENSG00000216901	ZNF603P	0	1	6	26	7	6
ENSG00000216902	RPL31P32	0	1	0	0	1	1
ENSG00000216904	SOCS5P5	22.58	28.138	42.42	21.828	16.78	11.248
ENSG00000216906	ENSG00000216906	7	3	10	8.193	12.045	8
ENSG00000216913	ENSG00000216913	1	8	4	5	7	5.622
ENSG00000216915	GPR89P	7	6.057	14	1	5.069	1
ENSG00000216917	RPL15P9	0	0	1	268.268	0	3
ENSG00000216921	FAM240C	0	3	0	1	2	0
ENSG00000216937	CCDC7	20	7	1	20.002	6	3
ENSG00000216938	RPL7P58	40.16	39.535	26.189	16.77	13.562	32.816
ENSG00000216966	ENSG00000216966	52.691	94.553	45.571	67.04	114.841	75.98
ENSG00000216977	RPL21P65	5.003	4	15	6	0	1
ENSG00000216990	HSPD1P10	5	25.008	12	9	11	11.964
ENSG00000216998	CYP2AC1P	1	0	0	0	2	0
ENSG00000217004	ENSG00000217004	0	0	0	1	0	0
ENSG00000217026	RPL10P1	69.594	75.618	209.359	38.604	65.37	59.396
ENSG00000217027	TPT1P4	122.663	132.075	81.328	172.037	185.371	195.281
ENSG00000217030	RPS18P8	1.001	5.327	2.001	1	5.003	5
ENSG00000217041	ENSG00000217041	0	0	0	4	2	0
ENSG00000217044	MTCO3P31	16.116	16	30	15.031	18	12.936
ENSG00000217060	ENSG00000217060	30.158	51.471	26.184	20.2	35.286	26.131
ENSG00000217067	ENSG00000217067	0	0	0	0	0.999	1
ENSG00000217078	ENSG00000217078	0	0	0	0	0	0
ENSG00000217083	MTCO2P33	9.867	12	6.632	6	8	4
ENSG00000217085	HMGB3P19	54	94.821	76.988	37.995	32	36.216
ENSG00000217089	RPS29P13	0	0	0	0	0	0
ENSG00000217094	PPIAP31	1062.851	1217.018	903.841	720.604	725.79	801.832
ENSG00000217120	ENSG00000217120	0	4	0	1	2.981	1
ENSG00000217128	FNIP1	332	481	320	341.735	471.279	432.708
ENSG00000217130	ENSG00000217130	3.275	12.832	8.933	4.568	8.112	5.821
ENSG00000217135	ENSG00000217135	52	48	31	10	27	31
ENSG00000217139	ENSG00000217139	25.076	30.282	20.314	8.105	21.071	21.669
ENSG00000217159	LARP1P1	4	4	1	4	0	7
ENSG00000217160	MTCO2P31	18	25	17	22	35.699	27
ENSG00000217165	ANKRD18EP	4	0	6	0	0	2
ENSG00000217169	MTHFD2P2	0	0	0	0	0	0
ENSG00000217178	FAM136FP	2	1.026	1	3	2.103	0
ENSG00000217179	MTCYBP2	0	0	0	1	0	0
ENSG00000217181	RPL21P63	45	39.217	61.562	19.55	30.256	24.063
ENSG00000217195	ENSG00000217195	0	0	0	0	0	0
ENSG00000217227	TFGP1	4	7	7	7	6	3
ENSG00000217228	GSTA12P	2	0	2	0	0	0
ENSG00000217231	ENSG00000217231	6	3	7	0	1	0
ENSG00000217236	SP9	68.145	90.476	88.707	7.788	49.089	46.826
ENSG00000217239	RPL34P16	294.702	388.123	327.542	330.288	327.405	351.846
ENSG00000217241	CBX3P9	156.409	224.621	123.83	78.05	98.213	121.642
ENSG00000217261	POM121L4P	0	0	0	9.706	0	6.921
ENSG00000217268	TXNP7	2	0	0	0	0	0
ENSG00000217272	RAB1AP2	7	13	14	9	8	5
ENSG00000217275	ENSG00000217275	1	3	0	0	1	0
ENSG00000217289	ENSG00000217289	36.366	36.225	21.201	11.585	29.414	13.256
ENSG00000217314	UQCRFS1P3	2	4	3	6	7	3
ENSG00000217315	OR2W2P	4	5	0	0	0	5
ENSG00000217325	PRELID1P1	37.292	47.861	53.588	31.11	32.956	26.21
ENSG00000217327	RPS7P5	90.099	118.971	94.09	45.424	91.046	91.067
ENSG00000217330	SSXP10	0	0	1	0	0	0
ENSG00000217331	ENSG00000217331	3	0	0	0	0	0
ENSG00000217334	ENSG00000217334	18.127	27.89	12.146	6	8.096	6
ENSG00000217372	TUBB4BP7	88.817	97.485	66.22	59.511	62.367	67.804
ENSG00000217377	AK4P5	0	2	0	2	0	5
ENSG00000217379	RPL21P61	23	22.209	18.567	12.065	8.474	14.911
ENSG00000217385	PSMC1P11	96.98	111.353	85.884	49.793	84.139	90.152
ENSG00000217404	RPS4XP9	11.239	9.666	33.057	6.137	18.05	8.984
ENSG00000217408	PRELID1P2	0	0	0	0	0	0
ENSG00000217414	DDX18P3	60.268	99.114	68.849	55.747	41.122	51.188
ENSG00000217416	ISCA1P1	24.129	21.251	27.268	13.131	8.827	13.151
ENSG00000217442	SYCE3	2	3	1	0	1	0
ENSG00000217447	ENSG00000217447	0	1	4	1	0	2
ENSG00000217455	ENSG00000217455	0	2	0	7	1	0
ENSG00000217477	ENSG00000217477	0	0	0	0	0	2
ENSG00000217482	HMGB1P17	85	146.994	88	36	55	75
ENSG00000217483	ENSG00000217483	0	5	7	1	0	0
ENSG00000217488	ENSG00000217488	0	2	0	0	0	0
ENSG00000217495	ENSG00000217495	1	0	0	0	1	1
ENSG00000217512	ENSG00000217512	0	0	0	0	0	1
ENSG00000217514	ENSG00000217514	0	0	2	0	0	0
ENSG00000217527	RPS16P5	1	4	1	2	0	0
ENSG00000217539	IQCB2P	33.413	62.74	49.822	58.346	55.484	66.945
ENSG00000217555	CKLF	4	4	9	0	6	2.06
ENSG00000217557	ENSG00000217557	0	0	0	0.999	0	0
ENSG00000217566	CRIPTOP4	0	0	9	2	4	0
ENSG00000217576	ENSG00000217576	0	0	0	0	0	0
ENSG00000217585	MDH1P2	11	23	4	8	12	15.969
ENSG00000217612	ENSG00000217612	11.06	14	6.026	8.172	2	10
ENSG00000217624	YWHAZP10	162.421	186.188	174.109	81.936	64.871	79.408
ENSG00000217631	ENSG00000217631	0	0	0	0	0	0
ENSG00000217643	PTGES3P2	0	0	3.001	0	0	0
ENSG00000217644	ENSG00000217644	1094.479	1295.696	971.416	839.377	862.809	1088.335
ENSG00000217646	H2BC16P	6	0	1	2.993	0	0
ENSG00000217648	PARLP2	123.286	163.196	108.283	109.756	131.503	182.631
ENSG00000217653	PIMREGP3	3	6	3	84.716	5	12.015
ENSG00000217680	UBE2V1P15	3	0	1	0	0	0
ENSG00000217684	RPS3AP24	22.98	21.243	23.005	16.167	26.663	10.614
ENSG00000217686	NUS1P4	20.53	25.256	35.505	12.385	15.814	12.118
ENSG00000217702	ENSG00000217702	1	3.003	1	2	2.302	2
ENSG00000217707	SERPINB8P1	1	0	0	0	1	0
ENSG00000217716	RPS10P3	13.875	49.488	18.81	25.029	28.756	25.313
ENSG00000217718	NDUFB4P4	8	7.008	19	7	9	9.468
ENSG00000217733	CCT7P1	499.057	584.605	552.721	291.93	378.001	372.611
ENSG00000217746	ENSG00000217746	0	3	1	3	0	1
ENSG00000217767	NDUFAB1P1	0	2	0	1	2	2
ENSG00000217769	ENSG00000217769	4.384	15.256	11.022	7.871	2.67	11.565
ENSG00000217770	FEM1AP3	4.076	4.081	4	33.637	2.008	1
ENSG00000217776	ENSG00000217776	21.915	7.011	21.034	8.011	12.014	12.015
ENSG00000217783	LDHAL6FP	3	5	0	4.895	4.558	3
ENSG00000217786	ENSG00000217786	0	0	0	4	0	0
ENSG00000217791	ASS1P9	0	5.022	8.096	5.471	1.006	2.181
ENSG00000217801	ENSG00000217801	8	15	13	10.029	23.758	6.689
ENSG00000217805	ENSG00000217805	0	0	1	0	0	0
ENSG00000217809	FAT1P1	1	2.001	4.017	0	8	1
ENSG00000217811	HNRNPDP2	0	5	10	0	3	0
ENSG00000217824	SNRPEP6	2.433	0	1.071	0	0	0
ENSG00000217825	ENSG00000217825	2	0	0	0	1	0
ENSG00000217835	RBMXP5	3.447	6.203	6.109	5.825	6.164	2.165
ENSG00000217862	H4C10P	0	0	0	0	0	0
ENSG00000217874	OR4F7P	139	0	119	97	85.163	98
ENSG00000217878	ENSG00000217878	0	0	0	0	1	0
ENSG00000217889	KRT18P48	0	0	0	2.052	0	1.099
ENSG00000217896	ZNF839P1	0	0	0	3.493	0	1
ENSG00000217897	HSPE1P8	0	0	0	0	0	0
ENSG00000217929	SEPTIN14P6	26.228	31.15	25.63	15.962	43.487	36.776
ENSG00000217930	PAM16	51	46	51.935	63	46	62
ENSG00000217950	NOC2LP2	115.024	109.956	129.014	50.203	77.052	66.032
ENSG00000218014	KRT19P1	26	21.43	23.991	34.681	32.754	26
ENSG00000218016	ZKSCAN8P2	19.998	25	18	25.996	26.004	11
ENSG00000218018	RBM38-AS1	10	14	9	87.142	22.998	18
ENSG00000218020	THAP12P5	3	1.003	0	8	1	0
ENSG00000218027	ELF2P2	21.153	49.426	15	41.24	19.329	31.007
ENSG00000218029	ENSG00000218029	0	0	1	0	1.009	0
ENSG00000218048	ENSG00000218048	14.627	11	22	17.996	12	7.604
ENSG00000218049	RPL31P33	0	0	0	0	0	0
ENSG00000218052	ADAMTS7P4	12.696	12.747	12.74	22.87	25.505	7.719
ENSG00000218069	RSL24D1P1	11	20	33.999	14.005	16.566	10.201
ENSG00000218073	ENSG00000218073	2	1	1	0	0	0
ENSG00000218089	DNAJA1P4	15	22	12	9.026	21	17
ENSG00000218107	ENSG00000218107	4	5	2	1	0	2
ENSG00000218109	KIRREL3-AS3	0	6	1.055	4	8	1
ENSG00000218125	ENSG00000218125	0	0	0	0	0	0
ENSG00000218143	ERHP2	26	53	52	14	25	19
ENSG00000218153	KRT18P22	1.057	0	2	3	1	0
ENSG00000218173	ENSG00000218173	0	0	0	0	0	0
ENSG00000218175	ENSG00000218175	2038.787	2433.426	2070.412	2064.134	2073.74	2545.815
ENSG00000218180	SLC25A5P7	62.605	62.761	30.372	26.697	28.037	50.598
ENSG00000218186	KRT8P43	0	2.203	0	2.773	4.053	3.246
ENSG00000218187	ENSG00000218187	0	1	0	4	3.205	4
ENSG00000218189	POM121L14P	0	0	0	3.108	0	0
ENSG00000218194	HLFP1	0	0	0	1	0	0
ENSG00000218198	RPS20P32	0	0	0	1	0	0
ENSG00000218208	RPS27AP11	5.693	7.985	1.394	9.571	5.108	10.558
ENSG00000218213	FTH1P26	67.853	104.818	90.583	95.412	159.872	109.635
ENSG00000218226	TATDN2P2	14.001	12.076	6.176	11.568	5.134	14
ENSG00000218227	ENSG00000218227	522.435	566.485	513.508	313.475	380.215	461.535
ENSG00000218233	NEPNP	1	3	5	23.607	2	3.991
ENSG00000218261	RPA3P2	2.139	9.643	4.079	2.003	6.205	8.029
ENSG00000218265	RPS4XP7	132.66	144.161	139.059	59.922	91.203	91.514
ENSG00000218274	ENSG00000218274	1	4	0	6.001	1	4
ENSG00000218281	H2AC9P	1	0	0	0	0	0
ENSG00000218283	MORF4L1P1	833.13	950.581	735.178	462.357	558.222	513.693
ENSG00000218300	RPL22P14	0	0	0	0	2	0
ENSG00000218305	CDC14C	10.86	7.479	6.503	11.41	8.614	9.349
ENSG00000218313	ENSG00000218313	7	6.124	3	7	13	9
ENSG00000218336	TENM3	3071.768	3705.999	3108.001	970.481	1061	1080
ENSG00000218337	ENSG00000218337	5.109	18.078	10.273	16.058	6.263	8.127
ENSG00000218347	HNRNPA1P1	0	4	1	3.002	0	3.001
ENSG00000218350	LYPLA1P3	8	5.864	3	5.271	0	4
ENSG00000218351	RPS3AP23	0	0	0	0	2	0
ENSG00000218357	LINC01644	2	0	0	8	2	0
ENSG00000218358	RAET1K	0	0	0	0	0	0
